year,sport,event,event_gender,noc,country,medal,award_count
2008,Gymnastics Rhythmic,individual all-round women,Women,UKR,Ukraine,BRONZE,1
2008,Handball,handball men,Men,ESP,Spain,BRONZE,1
2008,Handball,handball men,Men,FRA,France,GOLD,1
2008,Handball,handball men,Men,ISL,Iceland,SILVER,1
2008,Handball,handball women,Women,KOR,Republic of Korea,BRONZE,1
2008,Handball,handball women,Women,NOR,Norway,GOLD,1
2008,Handball,handball women,Women,RUS,Russian Federation,SILVER,1
2008,Hockey,tournament men,Men,AUS,Australia,BRONZE,1
2008,Hockey,tournament men,Men,ESP,Spain,SILVER,1
2008,Hockey,tournament men,Men,GER,Germany,GOLD,1
2008,Hockey,tournament women,Women,ARG,Argentina,BRONZE,1
2008,Hockey,tournament women,Women,CHN,People's Republic of China,SILVER,1
2008,Hockey,tournament women,Women,NED,Netherlands,GOLD,1
2008,Judo,+ 100kg (heavyweight) men,Men,CUB,Cuba,BRONZE,1
2008,Judo,+ 100kg (heavyweight) men,Men,FRA,France,BRONZE,1
2008,Judo,+ 100kg (heavyweight) men,Men,JPN,Japan,GOLD,1
2008,Judo,+ 100kg (heavyweight) men,Men,UZB,Uzbekistan,SILVER,1
2008,Judo,- 48 kg - extralightweight women,Women,ARG,Argentina,BRONZE,1
2008,Judo,- 48 kg - extralightweight women,Women,CUB,Cuba,SILVER,1
2008,Judo,- 48 kg - extralightweight women,Women,JPN,Japan,BRONZE,1
2008,Judo,- 48 kg - extralightweight women,Women,ROU,Romania,GOLD,1
2008,Judo,- 60 kg -extralightweight men,Men,AUT,Austria,SILVER,1
2008,Judo,- 60 kg -extralightweight men,Men,KOR,Republic of Korea,GOLD,1
2008,Judo,- 60 kg -extralightweight men,Men,NED,Netherlands,BRONZE,1
2008,Judo,- 60 kg -extralightweight men,Men,UZB,Uzbekistan,BRONZE,1
2008,Judo,48  52kg halflightweight women,Women,ALG,Algeria,BRONZE,1
2008,Judo,48  52kg halflightweight women,Women,CHN,People's Republic of China,GOLD,1
2008,Judo,48  52kg halflightweight women,Women,JPN,Japan,BRONZE,1
2008,Judo,48  52kg halflightweight women,Women,PRK,Democratic People's Republic of Korea,SILVER,1
2008,Judo,52  57kg lightweight women,Women,BRA,Brazil,BRONZE,1
2008,Judo,52  57kg lightweight women,Women,CHN,People's Republic of China,BRONZE,1
2008,Judo,52  57kg lightweight women,Women,ITA,Italy,GOLD,1
2008,Judo,52  57kg lightweight women,Women,NED,Netherlands,SILVER,1
2008,Judo,57 - 63kg (half-middleweight) women,Women,FRA,France,SILVER,1
2008,Judo,57 - 63kg (half-middleweight) women,Women,JPN,Japan,GOLD,1
2008,Judo,57 - 63kg (half-middleweight) women,Women,NED,Netherlands,BRONZE,1
2008,Judo,57 - 63kg (half-middleweight) women,Women,PRK,Democratic People's Republic of Korea,BRONZE,1
2008,Judo,60  66kg halflightweight men,Men,CUB,Cuba,BRONZE,1
2008,Judo,60  66kg halflightweight men,Men,FRA,France,SILVER,1
2008,Judo,60  66kg halflightweight men,Men,JPN,Japan,GOLD,1
2008,Judo,60  66kg halflightweight men,Men,PRK,Democratic People's Republic of Korea,BRONZE,1
2008,Judo,63  70kg middleweight women,Women,CUB,Cuba,SILVER,1
2008,Judo,63  70kg middleweight women,Women,JPN,Japan,GOLD,1
2008,Judo,63  70kg middleweight women,Women,NED,Netherlands,BRONZE,1
2008,Judo,63  70kg middleweight women,Women,USA,United States of America,BRONZE,1
2008,Judo,66  73kg lightweight men,Men,AZE,Azerbaijan,GOLD,1
2008,Judo,66  73kg lightweight men,Men,BRA,Brazil,BRONZE,1
2008,Judo,66  73kg lightweight men,Men,KOR,Republic of Korea,SILVER,1
2008,Judo,66  73kg lightweight men,Men,TJK,Tajikistan,BRONZE,1
2008,Judo,70  78kg halfheavyweight women,Women,CHN,People's Republic of China,GOLD,1
2008,Judo,70  78kg halfheavyweight women,Women,CUB,Cuba,SILVER,1
2008,Judo,70  78kg halfheavyweight women,Women,FRA,France,BRONZE,1
2008,Judo,70  78kg halfheavyweight women,Women,KOR,Republic of Korea,BRONZE,1
2008,Judo,73 - 81kg (half-middleweight) men,Men,BRA,Brazil,BRONZE,1
2008,Judo,73 - 81kg (half-middleweight) men,Men,GER,Germany,GOLD,1
2008,Judo,73 - 81kg (half-middleweight) men,Men,KOR,Republic of Korea,SILVER,1
2008,Judo,73 - 81kg (half-middleweight) men,Men,UKR,Ukraine,BRONZE,1
2008,Judo,78kg heavyweight women,Women,CHN,People's Republic of China,GOLD,1
2008,Judo,78kg heavyweight women,Women,CUB,Cuba,BRONZE,1
2008,Judo,78kg heavyweight women,Women,JPN,Japan,SILVER,1
2008,Judo,78kg heavyweight women,Women,SLO,Slovenia,BRONZE,1
2008,Judo,81  90kg middleweight men,Men,ALG,Algeria,SILVER,1
2008,Judo,81  90kg middleweight men,Men,EGY,Egypt,BRONZE,1
2008,Judo,81  90kg middleweight men,Men,GEO,Georgia,GOLD,1
2008,Judo,81  90kg middleweight men,Men,SUI,Switzerland,BRONZE,1
2008,Judo,90  100kg halfheavyweight men,Men,AZE,Azerbaijan,BRONZE,1
2008,Judo,90  100kg halfheavyweight men,Men,KAZ,Kazakhstan,SILVER,1
2008,Judo,90  100kg halfheavyweight men,Men,MGL,Mongolia,GOLD,1
2008,Judo,90  100kg halfheavyweight men,Men,NED,Netherlands,BRONZE,1
2008,Marathon Swimming,Marathon - 10 km men,Men,GBR,Great Britain,SILVER,1
2008,Marathon Swimming,Marathon - 10 km men,Men,GER,Germany,BRONZE,1
2008,Marathon Swimming,Marathon - 10 km men,Men,NED,Netherlands,GOLD,1
2008,Marathon Swimming,marathon 10km women,Women,GBR,Great Britain,BRONZE,1
2008,Marathon Swimming,marathon 10km women,Women,GBR,Great Britain,SILVER,1
2008,Marathon Swimming,marathon 10km women,Women,RUS,Russian Federation,GOLD,1
2008,Modern Pentathlon,Individual Competition women,Women,BLR,Belarus,BRONZE,1
2008,Modern Pentathlon,Individual Competition women,Women,GBR,Great Britain,SILVER,1
2008,Modern Pentathlon,Individual Competition women,Women,GER,Germany,GOLD,1
2008,Modern Pentathlon,Individual competition men,Men,LTU,Lithuania,BRONZE,1
2008,Modern Pentathlon,Individual competition men,Men,LTU,Lithuania,SILVER,1
2008,Modern Pentathlon,Individual competition men,Men,RUS,Russian Federation,GOLD,1
2008,Rowing,double sculls 2x men,Men,AUS,Australia,GOLD,1
2008,Rowing,double sculls 2x men,Men,EST,Estonia,SILVER,1
2008,Rowing,double sculls 2x men,Men,GBR,Great Britain,BRONZE,1
2008,Rowing,double sculls 2x women,Women,GBR,Great Britain,BRONZE,1
2008,Rowing,double sculls 2x women,Women,GER,Germany,SILVER,1
2008,Rowing,double sculls 2x women,Women,NZL,New Zealand,GOLD,1
2008,Rowing,eight with coxswain 8 men,Men,CAN,Canada,GOLD,1
2008,Rowing,eight with coxswain 8 men,Men,GBR,Great Britain,SILVER,1
2008,Rowing,eight with coxswain 8 men,Men,USA,United States of America,BRONZE,1
2008,Rowing,eight with coxswain 8 women,Women,NED,Netherlands,SILVER,1
2008,Rowing,eight with coxswain 8 women,Women,ROU,Romania,BRONZE,1
2008,Rowing,eight with coxswain 8 women,Women,USA,United States of America,GOLD,1
2008,Rowing,four without coxswain 4 men,Men,AUS,Australia,SILVER,1
2008,Rowing,four without coxswain 4 men,Men,FRA,France,BRONZE,1
2008,Rowing,four without coxswain 4 men,Men,GBR,Great Britain,GOLD,1
2008,Rowing,lightweight coxless four 4 men,Men,CAN,Canada,BRONZE,1
2008,Rowing,lightweight coxless four 4 men,Men,DEN,Denmark,GOLD,1
2008,Rowing,lightweight coxless four 4 men,Men,POL,Poland,SILVER,1
2008,Rowing,lightweight double sculls 2x men,Men,DEN,Denmark,BRONZE,1
2008,Rowing,lightweight double sculls 2x men,Men,GBR,Great Britain,GOLD,1
2008,Rowing,lightweight double sculls 2x men,Men,GRE,Greece,SILVER,1
2008,Rowing,lightweight double sculls 2x women,Women,CAN,Canada,BRONZE,1
2008,Rowing,lightweight double sculls 2x women,Women,FIN,Finland,SILVER,1
2008,Rowing,lightweight double sculls 2x women,Women,NED,Netherlands,GOLD,1
2008,Rowing,pair without coxswain 2 men,Men,AUS,Australia,GOLD,1
2008,Rowing,pair without coxswain 2 men,Men,CAN,Canada,SILVER,1
2008,Rowing,pair without coxswain 2 men,Men,NZL,New Zealand,BRONZE,1
2008,Rowing,pair without coxswain 2 women,Women,BLR,Belarus,BRONZE,1
2008,Rowing,pair without coxswain 2 women,Women,CHN,People's Republic of China,SILVER,1
2008,Rowing,pair without coxswain 2 women,Women,ROU,Romania,GOLD,1
2008,Rowing,quadruple sculls without coxsw men,Men,FRA,France,BRONZE,1
2008,Rowing,quadruple sculls without coxsw men,Men,ITA,Italy,SILVER,1
2008,Rowing,quadruple sculls without coxsw men,Men,POL,Poland,GOLD,1
2008,Rowing,quadruple sculls without coxsw women,Women,CHN,People's Republic of China,GOLD,1
2008,Rowing,quadruple sculls without coxsw women,Women,GBR,Great Britain,SILVER,1
2008,Rowing,quadruple sculls without coxsw women,Women,GER,Germany,BRONZE,1
2008,Rowing,single sculls 1x men,Men,CZE,Czech Republic,SILVER,1
2008,Rowing,single sculls 1x men,Men,NOR,Norway,GOLD,1
2008,Rowing,single sculls 1x men,Men,NZL,New Zealand,BRONZE,1
2008,Rowing,single sculls 1x women,Women,BLR,Belarus,BRONZE,1
2008,Rowing,single sculls 1x women,Women,BUL,Bulgaria,GOLD,1
2008,Rowing,single sculls 1x women,Women,USA,United States of America,SILVER,1
2008,Sailing,470 - Two Person Dinghy men,Men,AUS,Australia,GOLD,1
2008,Sailing,470 - Two Person Dinghy men,Men,FRA,France,BRONZE,1
2008,Sailing,470 - Two Person Dinghy men,Men,GBR,Great Britain,SILVER,1
2008,Sailing,470 - Two Person Dinghy women,Women,AUS,Australia,GOLD,1
2008,Sailing,470 - Two Person Dinghy women,Women,BRA,Brazil,BRONZE,1
2008,Sailing,470 - Two Person Dinghy women,Women,NED,Netherlands,SILVER,1
2008,Sailing,49er - Skiff mixed,Open,DEN,Denmark,GOLD,1
2008,Sailing,49er - Skiff mixed,Open,ESP,Spain,SILVER,1
2008,Sailing,49er - Skiff mixed,Open,GER,Germany,BRONZE,1
2008,Sailing,Finn - Heavyweight Dinghy mixed,Open,FRA,France,BRONZE,1
2008,Sailing,Finn - Heavyweight Dinghy mixed,Open,GBR,Great Britain,GOLD,1
2008,Sailing,Finn - Heavyweight Dinghy mixed,Open,USA,United States of America,SILVER,1
2008,Sailing,Laser - One Person Dinghy men,Men,GBR,Great Britain,GOLD,1
2008,Sailing,Laser - One Person Dinghy men,Men,ITA,Italy,BRONZE,1
2008,Sailing,Laser - One Person Dinghy men,Men,SLO,Slovenia,SILVER,1
2008,Sailing,Laser Radial - One Person Dinghy women,Women,CHN,People's Republic of China,BRONZE,1
2008,Sailing,Laser Radial - One Person Dinghy women,Women,LTU,Lithuania,SILVER,1
2008,Sailing,Laser Radial - One Person Dinghy women,Women,USA,United States of America,GOLD,1
2008,Sailing,RSX - Windsurfer men,Men,FRA,France,SILVER,1
2008,Sailing,RSX - Windsurfer men,Men,ISR,Israel,BRONZE,1
2008,Sailing,RSX - Windsurfer men,Men,NZL,New Zealand,GOLD,1
2008,Sailing,RSX - Windsurfer women,Women,CHN,People's Republic of China,GOLD,1
2008,Sailing,RSX - Windsurfer women,Women,GBR,Great Britain,BRONZE,1
2008,Sailing,RSX - Windsurfer women,Women,ITA,Italy,SILVER,1
2008,Sailing,Star - Keelboat men,Men,BRA,Brazil,SILVER,1
2008,Sailing,Star - Keelboat men,Men,GBR,Great Britain,GOLD,1
2008,Sailing,Star - Keelboat men,Men,SWE,Sweden,BRONZE,1
2008,Sailing,Tornado - Multihull mixed,Open,ARG,Argentina,BRONZE,1
2008,Sailing,Tornado - Multihull mixed,Open,AUS,Australia,SILVER,1
2008,Sailing,Tornado - Multihull mixed,Open,ESP,Spain,GOLD,1
2008,Sailing,Yngling - Keelboat women,Women,GBR,Great Britain,GOLD,1
2008,Sailing,Yngling - Keelboat women,Women,GRE,Greece,BRONZE,1
2008,Sailing,Yngling - Keelboat women,Women,NED,Netherlands,SILVER,1
2008,Shooting,10m air pistol 40 shots women,Women,CHN,People's Republic of China,GOLD,1
2008,Shooting,10m air pistol 40 shots women,Women,GEO,Georgia,BRONZE,1
2008,Shooting,10m air pistol 40 shots women,Women,RUS,Russian Federation,SILVER,1
2008,Shooting,10m air pistol 60 shots men,Men,CHN,People's Republic of China,GOLD,1
2008,Shooting,10m air pistol 60 shots men,Men,KOR,Republic of Korea,SILVER,1
2008,Shooting,10m air pistol 60 shots men,Men,USA,United States of America,BRONZE,1
2008,Shooting,10m air rifle 40 shots women,Women,CRO,Croatia,BRONZE,1
2008,Shooting,10m air rifle 40 shots women,Women,CZE,Czech Republic,GOLD,1
2008,Shooting,10m air rifle 40 shots women,Women,RUS,Russian Federation,SILVER,1
2008,Shooting,10m air rifle 60 shots men,Men,CHN,People's Republic of China,SILVER,1
2008,Shooting,10m air rifle 60 shots men,Men,FIN,Finland,BRONZE,1
2008,Shooting,10m air rifle 60 shots men,Men,IND,India,GOLD,1
2008,Shooting,25m pistol 3030 shots women,Women,CHN,People's Republic of China,GOLD,1
2008,Shooting,25m pistol 3030 shots women,Women,GER,Germany,BRONZE,1
2008,Shooting,25m pistol 3030 shots women,Women,MGL,Mongolia,SILVER,1
2008,Shooting,25m rapid fire pistol 60 shots men,Men,GER,Germany,BRONZE,1
2008,Shooting,25m rapid fire pistol 60 shots men,Men,GER,Germany,SILVER,1
2008,Shooting,25m rapid fire pistol 60 shots men,Men,UKR,Ukraine,GOLD,1
2008,Shooting,50m pistol 60 shots men,Men,CHN,People's Republic of China,SILVER,1
2008,Shooting,50m pistol 60 shots men,Men,KOR,Republic of Korea,GOLD,1
2008,Shooting,50m pistol 60 shots men,Men,RUS,Russian Federation,BRONZE,1
2008,Shooting,50m rifle 3 positions 3x20 shots women,Women,CHN,People's Republic of China,GOLD,1
2008,Shooting,50m rifle 3 positions 3x20 shots women,Women,CUB,Cuba,BRONZE,1
2008,Shooting,50m rifle 3 positions 3x20 shots women,Women,CZE,Czech Republic,SILVER,1
2008,Shooting,50m rifle 3 positions 3x40 shots men,Men,CHN,People's Republic of China,GOLD,1
2008,Shooting,50m rifle 3 positions 3x40 shots men,Men,SLO,Slovenia,BRONZE,1
2008,Shooting,50m rifle 3 positions 3x40 shots men,Men,UKR,Ukraine,SILVER,1
2008,Shooting,50m rifle prone 60 shots men,Men,AUS,Australia,BRONZE,1
2008,Shooting,50m rifle prone 60 shots men,Men,UKR,Ukraine,GOLD,1
2008,Shooting,50m rifle prone 60 shots men,Men,USA,United States of America,SILVER,1
2008,Shooting,double trap 150 targets men,Men,CHN,People's Republic of China,BRONZE,1
2008,Shooting,double trap 150 targets men,Men,ITA,Italy,SILVER,1
2008,Shooting,double trap 150 targets men,Men,USA,United States of America,GOLD,1
2008,Shooting,skeet (125 targets) men,Men,FRA,France,BRONZE,1
2008,Shooting,skeet (125 targets) men,Men,NOR,Norway,SILVER,1
2008,Shooting,skeet (125 targets) men,Men,USA,United States of America,GOLD,1
2008,Shooting,skeet 75 targets women,Women,GER,Germany,BRONZE,1
2008,Shooting,skeet 75 targets women,Women,ITA,Italy,GOLD,1
2008,Shooting,skeet 75 targets women,Women,USA,United States of America,SILVER,1
2008,Shooting,trap 125 targets men,Men,CZE,Czech Republic,GOLD,1
2008,Shooting,trap 125 targets men,Men,ITA,Italy,SILVER,1
2008,Shooting,trap 125 targets men,Men,RUS,Russian Federation,BRONZE,1
2008,Shooting,trap 75 targets women,Women,FIN,Finland,GOLD,1
2008,Shooting,trap 75 targets women,Women,SVK,Slovakia,SILVER,1
2008,Shooting,trap 75 targets women,Women,USA,United States of America,BRONZE,1
2008,Softball,softball women,Women,AUS,Australia,BRONZE,1
2008,Softball,softball women,Women,JPN,Japan,GOLD,1
2008,Softball,softball women,Women,USA,United States of America,SILVER,1
2008,Swimming,100m backstroke men,Men,AUS,Australia,BRONZE,1
2008,Swimming,100m backstroke men,Men,RUS,Russian Federation,BRONZE,1
2008,Swimming,100m backstroke men,Men,USA,United States of America,GOLD,1
2008,Swimming,100m backstroke men,Men,USA,United States of America,SILVER,1
2008,Swimming,100m backstroke women,Women,USA,United States of America,BRONZE,1
2008,Swimming,100m backstroke women,Women,USA,United States of America,GOLD,1
2008,Swimming,100m backstroke women,Women,ZIM,Zimbabwe,SILVER,1
2008,Swimming,100m breaststroke men,Men,FRA,France,BRONZE,1
2008,Swimming,100m breaststroke men,Men,JPN,Japan,GOLD,1
2008,Swimming,100m breaststroke men,Men,NOR,Norway,SILVER,1
2008,Swimming,100m breaststroke women,Women,AUS,Australia,GOLD,1
2008,Swimming,100m breaststroke women,Women,AUT,Austria,BRONZE,1
2008,Swimming,100m breaststroke women,Women,USA,United States of America,SILVER,1
2008,Swimming,100m butterfly men,Men,AUS,Australia,BRONZE,1
2008,Swimming,100m butterfly men,Men,SRB,Serbia,SILVER,1
2008,Swimming,100m butterfly men,Men,USA,United States of America,GOLD,1
2008,Swimming,100m butterfly women,Women,AUS,Australia,BRONZE,1
2008,Swimming,100m butterfly women,Women,AUS,Australia,GOLD,1
2008,Swimming,100m butterfly women,Women,USA,United States of America,SILVER,1
2008,Swimming,100m freestyle men,Men,AUS,Australia,SILVER,1
2008,Swimming,100m freestyle men,Men,BRA,Brazil,BRONZE,1
2008,Swimming,100m freestyle men,Men,FRA,France,GOLD,1
2008,Swimming,100m freestyle men,Men,USA,United States of America,BRONZE,1
2008,Swimming,100m freestyle women,Women,AUS,Australia,SILVER,1
2008,Swimming,100m freestyle women,Women,GER,Germany,GOLD,1
2008,Swimming,100m freestyle women,Women,USA,United States of America,BRONZE,1
2008,Swimming,1500m freestyle men,Men,AUS,Australia,SILVER,1
2008,Swimming,1500m freestyle men,Men,CAN,Canada,BRONZE,1
2008,Swimming,1500m freestyle men,Men,TUN,Tunisia,GOLD,1
2008,Swimming,200m backstroke men,Men,RUS,Russian Federation,BRONZE,1
2008,Swimming,200m backstroke men,Men,USA,United States of America,GOLD,1
2008,Swimming,200m backstroke men,Men,USA,United States of America,SILVER,1
2008,Swimming,200m backstroke women,Women,JPN,Japan,BRONZE,1
2008,Swimming,200m backstroke women,Women,USA,United States of America,SILVER,1
2008,Swimming,200m backstroke women,Women,ZIM,Zimbabwe,GOLD,1
2008,Swimming,200m breaststroke men,Men,AUS,Australia,SILVER,1
2008,Swimming,200m breaststroke men,Men,FRA,France,BRONZE,1
2008,Swimming,200m breaststroke men,Men,JPN,Japan,GOLD,1
2008,Swimming,200m breaststroke women,Women,AUS,Australia,SILVER,1
2008,Swimming,200m breaststroke women,Women,NOR,Norway,BRONZE,1
2008,Swimming,200m breaststroke women,Women,USA,United States of America,GOLD,1
2008,Swimming,200m butterfly men,Men,HUN,Hungary,SILVER,1
2008,Swimming,200m butterfly men,Men,JPN,Japan,BRONZE,1
2008,Swimming,200m butterfly men,Men,USA,United States of America,GOLD,1
2008,Swimming,200m butterfly women,Women,AUS,Australia,BRONZE,1
2008,Swimming,200m butterfly women,Women,CHN,People's Republic of China,GOLD,1
2008,Swimming,200m butterfly women,Women,CHN,People's Republic of China,SILVER,1
2008,Swimming,200m freestyle men,Men,KOR,Republic of Korea,SILVER,1
2008,Swimming,200m freestyle men,Men,USA,United States of America,BRONZE,1
2008,Swimming,200m freestyle men,Men,USA,United States of America,GOLD,1
2008,Swimming,200m freestyle women,Women,CHN,People's Republic of China,BRONZE,1
2008,Swimming,200m freestyle women,Women,ITA,Italy,GOLD,1
2008,Swimming,200m freestyle women,Women,SLO,Slovenia,SILVER,1
2008,Swimming,200m individual medley men,Men,HUN,Hungary,SILVER,1
2008,Swimming,200m individual medley men,Men,USA,United States of America,BRONZE,1
2008,Swimming,200m individual medley men,Men,USA,United States of America,GOLD,1
2008,Swimming,200m individual medley women,Women,AUS,Australia,GOLD,1
2008,Swimming,200m individual medley women,Women,USA,United States of America,BRONZE,1
2008,Swimming,200m individual medley women,Women,ZIM,Zimbabwe,SILVER,1
2008,Swimming,400m freestyle men,Men,CHN,People's Republic of China,SILVER,1
2008,Swimming,400m freestyle men,Men,KOR,Republic of Korea,GOLD,1
2008,Swimming,400m freestyle men,Men,USA,United States of America,BRONZE,1
2008,Swimming,400m freestyle women,Women,GBR,Great Britain,BRONZE,1
2008,Swimming,400m freestyle women,Women,GBR,Great Britain,GOLD,1
2008,Swimming,400m freestyle women,Women,USA,United States of America,SILVER,1
2008,Swimming,400m individual medley men,Men,HUN,Hungary,SILVER,1
2008,Swimming,400m individual medley men,Men,USA,United States of America,BRONZE,1
2008,Swimming,400m individual medley men,Men,USA,United States of America,GOLD,1
2008,Swimming,400m individual medley women,Women,AUS,Australia,GOLD,1
2008,Swimming,400m individual medley women,Women,USA,United States of America,BRONZE,1
2008,Swimming,400m individual medley women,Women,ZIM,Zimbabwe,SILVER,1
2008,Swimming,4x100m freestyle relay men,Men,AUS,Australia,BRONZE,1
2008,Swimming,4x100m freestyle relay men,Men,FRA,France,SILVER,1
2008,Swimming,4x100m freestyle relay men,Men,USA,United States of America,GOLD,1
2008,Swimming,4x100m freestyle relay women,Women,AUS,Australia,BRONZE,1
2008,Swimming,4x100m freestyle relay women,Women,NED,Netherlands,GOLD,1
2008,Swimming,4x100m freestyle relay women,Women,USA,United States of America,SILVER,1
