year,sport,event,event_gender,noc,country,medal,award_count
2008,Athletics,4x400m relay women,Women,JAM,Jamaica,SILVER,1
2008,Athletics,4x400m relay women,Women,USA,United States of America,GOLD,1
2008,Athletics,5000m men,Men,ETH,Ethiopia,GOLD,1
2008,Athletics,5000m men,Men,KEN,Kenya,BRONZE,1
2008,Athletics,5000m men,Men,KEN,Kenya,SILVER,1
2008,Athletics,5000m women,Women,ETH,Ethiopia,GOLD,1
2008,Athletics,5000m women,Women,ETH,Ethiopia,SILVER,1
2008,Athletics,5000m women,Women,KEN,Kenya,BRONZE,1
2008,Athletics,50km walk men,Men,AUS,Australia,SILVER,1
2008,Athletics,50km walk men,Men,ITA,Italy,GOLD,1
2008,Athletics,50km walk men,Men,RUS,Russian Federation,BRONZE,1
2008,Athletics,800m men,Men,KEN,Kenya,BRONZE,1
2008,Athletics,800m men,Men,KEN,Kenya,GOLD,1
2008,Athletics,800m men,Men,SUD,Sudan,SILVER,1
2008,Athletics,800m women,Women,KEN,Kenya,GOLD,1
2008,Athletics,800m women,Women,KEN,Kenya,SILVER,1
2008,Athletics,800m women,Women,MAR,Morocco,BRONZE,1
2008,Athletics,decathlon men,Men,BLR,Belarus,SILVER,1
2008,Athletics,decathlon men,Men,CUB,Cuba,BRONZE,1
2008,Athletics,decathlon men,Men,USA,United States of America,GOLD,1
2008,Athletics,discus throw men,Men,EST,Estonia,GOLD,1
2008,Athletics,discus throw men,Men,LTU,Lithuania,BRONZE,1
2008,Athletics,discus throw men,Men,POL,Poland,SILVER,1
2008,Athletics,discus throw women,Women,CHN,People's Republic of China,BRONZE,1
2008,Athletics,discus throw women,Women,UKR,Ukraine,SILVER,1
2008,Athletics,discus throw women,Women,USA,United States of America,GOLD,1
2008,Athletics,hammer throw men,Men,BLR,Belarus,BRONZE,1
2008,Athletics,hammer throw men,Men,BLR,Belarus,SILVER,1
2008,Athletics,hammer throw men,Men,SLO,Slovenia,GOLD,1
2008,Athletics,hammer throw women,Women,CHN,People's Republic of China,SILVER,1
2008,Athletics,hammer throw women,Women,CUB,Cuba,GOLD,1
2008,Athletics,hammer throw women,Women,FRA,France,BRONZE,1
2008,Athletics,heptathlon women,Women,GBR,Great Britain,BRONZE,1
2008,Athletics,heptathlon women,Women,UKR,Ukraine,GOLD,1
2008,Athletics,heptathlon women,Women,USA,United States of America,SILVER,1
2008,Athletics,high jump men,Men,GBR,Great Britain,SILVER,1
2008,Athletics,high jump men,Men,RUS,Russian Federation,BRONZE,1
2008,Athletics,high jump men,Men,RUS,Russian Federation,GOLD,1
2008,Athletics,high jump women,Women,BEL,Belgium,GOLD,1
2008,Athletics,high jump women,Women,CRO,Croatia,SILVER,1
2008,Athletics,high jump women,Women,USA,United States of America,BRONZE,1
2008,Athletics,javelin throw men,Men,FIN,Finland,BRONZE,1
2008,Athletics,javelin throw men,Men,LAT,Latvia,SILVER,1
2008,Athletics,javelin throw men,Men,NOR,Norway,GOLD,1
2008,Athletics,javelin throw women,Women,CZE,Czech Republic,GOLD,1
2008,Athletics,javelin throw women,Women,GBR,Great Britain,BRONZE,1
2008,Athletics,javelin throw women,Women,GER,Germany,SILVER,1
2008,Athletics,long jump men,Men,CUB,Cuba,BRONZE,1
2008,Athletics,long jump men,Men,PAN,Panama,GOLD,1
2008,Athletics,long jump men,Men,RSA,South Africa,SILVER,1
2008,Athletics,long jump women,Women,BRA,Brazil,GOLD,1
2008,Athletics,long jump women,Women,NGR,Nigeria,BRONZE,1
2008,Athletics,marathon men,Men,ETH,Ethiopia,BRONZE,1
2008,Athletics,marathon men,Men,KEN,Kenya,GOLD,1
2008,Athletics,marathon men,Men,MAR,Morocco,SILVER,1
2008,Athletics,marathon women,Women,CHN,People's Republic of China,BRONZE,1
2008,Athletics,marathon women,Women,KEN,Kenya,SILVER,1
2008,Athletics,marathon women,Women,ROU,Romania,GOLD,1
2008,Athletics,pole vault men,Men,AUS,Australia,GOLD,1
2008,Athletics,pole vault men,Men,RUS,Russian Federation,SILVER,1
2008,Athletics,pole vault men,Men,USA,United States of America,BRONZE,1
2008,Athletics,pole vault women,Women,RUS,Russian Federation,BRONZE,1
2008,Athletics,pole vault women,Women,RUS,Russian Federation,GOLD,1
2008,Athletics,pole vault women,Women,USA,United States of America,SILVER,1
2008,Athletics,shot put men,Men,CAN,Canada,BRONZE,1
2008,Athletics,shot put men,Men,POL,Poland,GOLD,1
2008,Athletics,shot put men,Men,USA,United States of America,SILVER,1
2008,Athletics,shot put women,Women,CHN,People's Republic of China,BRONZE,1
2008,Athletics,shot put women,Women,CUB,Cuba,SILVER,1
2008,Athletics,shot put women,Women,NZL,New Zealand,GOLD,1
2008,Athletics,triple jump men,Men,BAH,Bahamas,BRONZE,1
2008,Athletics,triple jump men,Men,GBR,Great Britain,SILVER,1
2008,Athletics,triple jump men,Men,POR,Portugal,GOLD,1
2008,Athletics,triple jump women,Women,CMR,Cameroon,GOLD,1
2008,Athletics,triple jump women,Women,CUB,Cuba,BRONZE,1
2008,Athletics,triple jump women,Women,KAZ,Kazakhstan,SILVER,1
2008,Badminton,Doubles mixed,Mixed,CHN,People's Republic of China,BRONZE,1
2008,Badminton,Doubles mixed,Mixed,INA,Indonesia,SILVER,1
2008,Badminton,Doubles mixed,Mixed,KOR,Republic of Korea,GOLD,1
2008,Badminton,Singles men,Men,CHN,People's Republic of China,BRONZE,1
2008,Badminton,Singles men,Men,CHN,People's Republic of China,GOLD,1
2008,Badminton,Singles men,Men,MAS,Malaysia,SILVER,1
2008,Badminton,Singles women,Women,CHN,People's Republic of China,GOLD,1
2008,Badminton,Singles women,Women,CHN,People's Republic of China,SILVER,1
2008,Badminton,Singles women,Women,INA,Indonesia,BRONZE,1
2008,Badminton,doubles men,Men,CHN,People's Republic of China,SILVER,1
2008,Badminton,doubles men,Men,INA,Indonesia,GOLD,1
2008,Badminton,doubles men,Men,KOR,Republic of Korea,BRONZE,1
2008,Badminton,doubles women,Women,CHN,People's Republic of China,BRONZE,1
2008,Badminton,doubles women,Women,CHN,People's Republic of China,GOLD,1
2008,Badminton,doubles women,Women,KOR,Republic of Korea,SILVER,1
2008,Baseball,baseball men,Men,CUB,Cuba,SILVER,1
2008,Baseball,baseball men,Men,KOR,Republic of Korea,GOLD,1
2008,Baseball,baseball men,Men,USA,United States of America,BRONZE,1
2008,Basketball,basketball men,Men,ARG,Argentina,BRONZE,1
2008,Basketball,basketball men,Men,ESP,Spain,SILVER,1
2008,Basketball,basketball men,Men,USA,United States of America,GOLD,1
2008,Basketball,basketball women,Women,AUS,Australia,SILVER,1
2008,Basketball,basketball women,Women,RUS,Russian Federation,BRONZE,1
2008,Basketball,basketball women,Women,USA,United States of America,GOLD,1
2008,Beach Volleyball,Beach volleyball men,Men,BRA,Brazil,BRONZE,1
2008,Beach Volleyball,Beach volleyball men,Men,BRA,Brazil,SILVER,1
2008,Beach Volleyball,Beach volleyball men,Men,USA,United States of America,GOLD,1
2008,Beach Volleyball,Beach volleyball women,Women,CHN,People's Republic of China,BRONZE,1
2008,Beach Volleyball,Beach volleyball women,Women,CHN,People's Republic of China,SILVER,1
2008,Beach Volleyball,Beach volleyball women,Women,USA,United States of America,GOLD,1
2008,Boxing,48-51kg flyweight men,Men,CUB,Cuba,SILVER,1
2008,Boxing,48-51kg flyweight men,Men,ITA,Italy,BRONZE,1
2008,Boxing,48-51kg flyweight men,Men,RUS,Russian Federation,BRONZE,1
2008,Boxing,48-51kg flyweight men,Men,THA,Thailand,GOLD,1
2008,Boxing,48kg light flywieght men,Men,CHN,People's Republic of China,GOLD,1
2008,Boxing,48kg light flywieght men,Men,CUB,Cuba,BRONZE,1
2008,Boxing,48kg light flywieght men,Men,IRL,Ireland,BRONZE,1
2008,Boxing,48kg light flywieght men,Men,MGL,Mongolia,SILVER,1
2008,Boxing,51-54kg bantamweight men,Men,CUB,Cuba,SILVER,1
2008,Boxing,51-54kg bantamweight men,Men,MDA,Republic of Moldova,BRONZE,1
2008,Boxing,51-54kg bantamweight men,Men,MGL,Mongolia,GOLD,1
2008,Boxing,51-54kg bantamweight men,Men,MRI,Mauritius,BRONZE,1
2008,Boxing,54-57kg featherweight men,Men,AZE,Azerbaijan,BRONZE,1
2008,Boxing,54-57kg featherweight men,Men,FRA,France,SILVER,1
2008,Boxing,54-57kg featherweight men,Men,TUR,Turkey,BRONZE,1
2008,Boxing,54-57kg featherweight men,Men,UKR,Ukraine,GOLD,1
2008,Boxing,57-60kg lightweight men,Men,ARM,Armenia,BRONZE,1
2008,Boxing,57-60kg lightweight men,Men,CUB,Cuba,BRONZE,1
2008,Boxing,57-60kg lightweight men,Men,FRA,France,SILVER,1
2008,Boxing,57-60kg lightweight men,Men,RUS,Russian Federation,GOLD,1
2008,Boxing,60 - 64 kg men,Men,CUB,Cuba,BRONZE,1
2008,Boxing,60 - 64 kg men,Men,DOM,Dominican Republic,GOLD,1
2008,Boxing,60 - 64 kg men,Men,FRA,France,BRONZE,1
2008,Boxing,60 - 64 kg men,Men,THA,Thailand,SILVER,1
2008,Boxing,64 - 69 kg men,Men,CHN,People's Republic of China,BRONZE,1
2008,Boxing,64 - 69 kg men,Men,CUB,Cuba,SILVER,1
2008,Boxing,64 - 69 kg men,Men,KAZ,Kazakhstan,GOLD,1
2008,Boxing,64 - 69 kg men,Men,KOR,Republic of Korea,BRONZE,1
2008,Boxing,69 - 75 kg men,Men,CUB,Cuba,SILVER,1
2008,Boxing,69 - 75 kg men,Men,GBR,Great Britain,GOLD,1
2008,Boxing,69 - 75 kg men,Men,IND,India,BRONZE,1
2008,Boxing,69 - 75 kg men,Men,IRL,Ireland,BRONZE,1
2008,Boxing,75-81kg lightheavyweight men,Men,CHN,People's Republic of China,GOLD,1
2008,Boxing,75-81kg lightheavyweight men,Men,GBR,Great Britain,BRONZE,1
2008,Boxing,75-81kg lightheavyweight men,Men,IRL,Ireland,SILVER,1
2008,Boxing,75-81kg lightheavyweight men,Men,KAZ,Kazakhstan,BRONZE,1
2008,Boxing,81-91kg heavyweight men,Men,CUB,Cuba,BRONZE,1
2008,Boxing,81-91kg heavyweight men,Men,ITA,Italy,SILVER,1
2008,Boxing,81-91kg heavyweight men,Men,RUS,Russian Federation,GOLD,1
2008,Boxing,81-91kg heavyweight men,Men,USA,United States of America,BRONZE,1
2008,Boxing,91kg super heavyweight men,Men,CHN,People's Republic of China,SILVER,1
2008,Boxing,91kg super heavyweight men,Men,GBR,Great Britain,BRONZE,1
2008,Boxing,91kg super heavyweight men,Men,ITA,Italy,GOLD,1
2008,Boxing,91kg super heavyweight men,Men,UKR,Ukraine,BRONZE,1
2008,Canoe Slalom,C1 canoe single men,Men,AUS,Australia,BRONZE,1
2008,Canoe Slalom,C1 canoe single men,Men,GBR,Great Britain,SILVER,1
2008,Canoe Slalom,C1 canoe single men,Men,SVK,Slovakia,GOLD,1
2008,Canoe Slalom,C2 canoe double men,Men,CZE,Czech Republic,SILVER,1
2008,Canoe Slalom,C2 canoe double men,Men,RUS,Russian Federation,BRONZE,1
2008,Canoe Slalom,C2 canoe double men,Men,SVK,Slovakia,GOLD,1
2008,Canoe Slalom,K1 kayak single men,Men,FRA,France,SILVER,1
2008,Canoe Slalom,K1 kayak single men,Men,GER,Germany,GOLD,1
2008,Canoe Slalom,K1 kayak single men,Men,TOG,Togo,BRONZE,1
2008,Canoe Slalom,K1 kayak single women,Women,AUS,Australia,SILVER,1
2008,Canoe Slalom,K1 kayak single women,Women,AUT,Austria,BRONZE,1
2008,Canoe Slalom,K1 kayak single women,Women,SVK,Slovakia,GOLD,1
2008,Canoe Sprint,C-1 1000m (canoe single) men,Men,CAN,Canada,BRONZE,1
2008,Canoe Sprint,C-1 1000m (canoe single) men,Men,ESP,Spain,SILVER,1
2008,Canoe Sprint,C-1 1000m (canoe single) men,Men,HUN,Hungary,GOLD,1
2008,Canoe Sprint,C-1 500m (canoe single) men,Men,ESP,Spain,SILVER,1
2008,Canoe Sprint,C-1 500m (canoe single) men,Men,RUS,Russian Federation,GOLD,1
2008,Canoe Sprint,C-1 500m (canoe single) men,Men,UKR,Ukraine,BRONZE,1
2008,Canoe Sprint,C2 1000m canoe double men,Men,BLR,Belarus,GOLD,1
2008,Canoe Sprint,C2 1000m canoe double men,Men,GER,Germany,SILVER,1
2008,Canoe Sprint,C2 1000m canoe double men,Men,HUN,Hungary,BRONZE,1
2008,Canoe Sprint,C2 500m canoe double men,Men,CHN,People's Republic of China,GOLD,1
2008,Canoe Sprint,C2 500m canoe double men,Men,GER,Germany,BRONZE,1
2008,Canoe Sprint,C2 500m canoe double men,Men,RUS,Russian Federation,SILVER,1
2008,Canoe Sprint,K1 1000m kayak single men,Men,AUS,Australia,BRONZE,1
2008,Canoe Sprint,K1 1000m kayak single men,Men,GBR,Great Britain,GOLD,1
2008,Canoe Sprint,K1 1000m kayak single men,Men,NOR,Norway,SILVER,1
2008,Canoe Sprint,K1 500m kayak single men,Men,AUS,Australia,GOLD,1
2008,Canoe Sprint,K1 500m kayak single men,Men,CAN,Canada,SILVER,1
2008,Canoe Sprint,K1 500m kayak single men,Men,GBR,Great Britain,BRONZE,1
2008,Canoe Sprint,K1 500m kayak single women,Women,GER,Germany,BRONZE,1
2008,Canoe Sprint,K1 500m kayak single women,Women,ITA,Italy,SILVER,1
2008,Canoe Sprint,K1 500m kayak single women,Women,UKR,Ukraine,GOLD,1
2008,Canoe Sprint,K2 1000m kayak double men,Men,DEN,Denmark,SILVER,1
2008,Canoe Sprint,K2 1000m kayak double men,Men,GER,Germany,GOLD,1
2008,Canoe Sprint,K2 1000m kayak double men,Men,ITA,Italy,BRONZE,1
2008,Canoe Sprint,K2 500m kayak double men,Men,BLR,Belarus,BRONZE,1
2008,Canoe Sprint,K2 500m kayak double men,Men,ESP,Spain,GOLD,1
2008,Canoe Sprint,K2 500m kayak double men,Men,GER,Germany,SILVER,1
2008,Canoe Sprint,K2 500m kayak double women,Women,FRA,France,BRONZE,1
2008,Canoe Sprint,K2 500m kayak double women,Women,HUN,Hungary,GOLD,1
2008,Canoe Sprint,K2 500m kayak double women,Women,POL,Poland,SILVER,1
2008,Canoe Sprint,K4 1000m kayak four men,Men,BLR,Belarus,GOLD,1
2008,Canoe Sprint,K4 1000m kayak four men,Men,GER,Germany,BRONZE,1
2008,Canoe Sprint,K4 1000m kayak four men,Men,SVK,Slovakia,SILVER,1
2008,Canoe Sprint,K4 500m kayak four women,Women,AUS,Australia,BRONZE,1
2008,Canoe Sprint,K4 500m kayak four women,Women,GER,Germany,GOLD,1
2008,Canoe Sprint,K4 500m kayak four women,Women,HUN,Hungary,SILVER,1
2008,Cycling BMX,Individual men,Men,LAT,Latvia,GOLD,1
2008,Cycling BMX,Individual men,Men,USA,United States of America,BRONZE,1
2008,Cycling BMX,Individual men,Men,USA,United States of America,SILVER,1
2008,Cycling BMX,Individual women,Women,FRA,France,GOLD,1
2008,Cycling BMX,Individual women,Women,FRA,France,SILVER,1
2008,Cycling BMX,Individual women,Women,USA,United States of America,BRONZE,1
2008,Cycling Mountain Bike,cross-country men,Men,FRA,France,GOLD,1
2008,Cycling Mountain Bike,cross-country men,Men,FRA,France,SILVER,1
2008,Cycling Mountain Bike,cross-country men,Men,SUI,Switzerland,BRONZE,1
2008,Cycling Mountain Bike,cross-country women,Women,GER,Germany,GOLD,1
2008,Cycling Mountain Bike,cross-country women,Women,POL,Poland,SILVER,1
2008,Cycling Mountain Bike,cross-country women,Women,RUS,Russian Federation,BRONZE,1
2008,Cycling Road,individual road race men,Men,ESP,Spain,GOLD,1
2008,Cycling Road,individual road race men,Men,RUS,Russian Federation,BRONZE,1
2008,Cycling Road,individual road race men,Men,SUI,Switzerland,SILVER,1
2008,Cycling Road,individual road race women,Women,GBR,Great Britain,GOLD,1
2008,Cycling Road,individual road race women,Women,ITA,Italy,BRONZE,1
2008,Cycling Road,individual road race women,Women,SWE,Sweden,SILVER,1
2008,Cycling Road,individual time trial men,Men,SUI,Switzerland,GOLD,1
2008,Cycling Road,individual time trial men,Men,SWE,Sweden,SILVER,1
2008,Cycling Road,individual time trial men,Men,USA,United States of America,BRONZE,1
2008,Cycling Road,individual time trial women,Women,GBR,Great Britain,SILVER,1
2008,Cycling Road,individual time trial women,Women,SUI,Switzerland,BRONZE,1
2008,Cycling Road,individual time trial women,Women,USA,United States of America,GOLD,1
2008,Cycling Track,Individual Pursuit men,Men,GBR,Great Britain,BRONZE,1
2008,Cycling Track,Individual Pursuit men,Men,GBR,Great Britain,GOLD,1
2008,Cycling Track,Individual Pursuit men,Men,NZL,New Zealand,SILVER,1
2008,Cycling Track,Keirin men,Men,GBR,Great Britain,GOLD,1
2008,Cycling Track,Keirin men,Men,GBR,Great Britain,SILVER,1
2008,Cycling Track,Keirin men,Men,JPN,Japan,BRONZE,1
2008,Cycling Track,Madison men,Men,ARG,Argentina,GOLD,1
2008,Cycling Track,Madison men,Men,ESP,Spain,SILVER,1
2008,Cycling Track,Madison men,Men,RUS,Russian Federation,BRONZE,1
2008,Cycling Track,Points Race men,Men,ESP,Spain,GOLD,1
2008,Cycling Track,Points Race men,Men,GBR,Great Britain,BRONZE,1
2008,Cycling Track,Points Race men,Men,GER,Germany,SILVER,1
2008,Cycling Track,Sprint individual men,Men,FRA,France,BRONZE,1
2008,Cycling Track,Sprint individual men,Men,GBR,Great Britain,GOLD,1
2008,Cycling Track,Sprint individual men,Men,GBR,Great Britain,SILVER,1
2008,Cycling Track,Team Pursuit 4000m men,Men,DEN,Denmark,SILVER,1
2008,Cycling Track,Team Pursuit 4000m men,Men,GBR,Great Britain,GOLD,1
2008,Cycling Track,Team Pursuit 4000m men,Men,NZL,New Zealand,BRONZE,1
2008,Cycling Track,Team sprint men,Men,FRA,France,SILVER,1
2008,Cycling Track,Team sprint men,Men,GBR,Great Britain,GOLD,1
2008,Cycling Track,Team sprint men,Men,GER,Germany,BRONZE,1
2008,Cycling Track,individual pursuit women,Women,GBR,Great Britain,GOLD,1
2008,Cycling Track,individual pursuit women,Women,GBR,Great Britain,SILVER,1
2008,Cycling Track,individual pursuit women,Women,UKR,Ukraine,BRONZE,1
2008,Cycling Track,points race women,Women,CUB,Cuba,SILVER,1
2008,Cycling Track,points race women,Women,ESP,Spain,BRONZE,1
2008,Cycling Track,points race women,Women,NED,Netherlands,GOLD,1
2008,Cycling Track,sprint women,Women,AUS,Australia,SILVER,1
2008,Cycling Track,sprint women,Women,CHN,People's Republic of China,BRONZE,1
2008,Cycling Track,sprint women,Women,GBR,Great Britain,GOLD,1
2008,Diving,10m platform men,Men,AUS,Australia,GOLD,1
2008,Diving,10m platform men,Men,CHN,People's Republic of China,SILVER,1
2008,Diving,10m platform men,Men,RUS,Russian Federation,BRONZE,1
2008,Diving,10m platform women,Women,CAN,Canada,SILVER,1
2008,Diving,10m platform women,Women,CHN,People's Republic of China,BRONZE,1
2008,Diving,10m platform women,Women,CHN,People's Republic of China,GOLD,1
2008,Diving,3m springboard men,Men,CAN,Canada,SILVER,1
2008,Diving,3m springboard men,Men,CHN,People's Republic of China,BRONZE,1
2008,Diving,3m springboard men,Men,CHN,People's Republic of China,GOLD,1
2008,Diving,3m springboard women,Women,CHN,People's Republic of China,BRONZE,1
2008,Diving,3m springboard women,Women,CHN,People's Republic of China,GOLD,1
2008,Diving,3m springboard women,Women,RUS,Russian Federation,SILVER,1
2008,Diving,synchronized diving 10m platform men,Men,CHN,People's Republic of China,GOLD,1
2008,Diving,synchronized diving 10m platform men,Men,GER,Germany,SILVER,1
2008,Diving,synchronized diving 10m platform men,Men,RUS,Russian Federation,BRONZE,1
2008,Diving,synchronized diving 10m platform women,Women,AUS,Australia,SILVER,1
2008,Diving,synchronized diving 10m platform women,Women,CHN,People's Republic of China,GOLD,1
2008,Diving,synchronized diving 10m platform women,Women,MEX,Mexico,BRONZE,1
2008,Diving,synchronized diving 3m springboard men,Men,CHN,People's Republic of China,GOLD,1
2008,Diving,synchronized diving 3m springboard men,Men,RUS,Russian Federation,SILVER,1
2008,Diving,synchronized diving 3m springboard men,Men,UKR,Ukraine,BRONZE,1
2008,Diving,synchronized diving 3m springboard women,Women,CHN,People's Republic of China,GOLD,1
2008,Diving,synchronized diving 3m springboard women,Women,GER,Germany,BRONZE,1
2008,Diving,synchronized diving 3m springboard women,Women,RUS,Russian Federation,SILVER,1
2008,Equestrian Dressage,individual mixed,Open,GER,Germany,BRONZE,1
2008,Equestrian Dressage,individual mixed,Open,GER,Germany,SILVER,1
2008,Equestrian Dressage,individual mixed,Open,NED,Netherlands,GOLD,1
2008,Equestrian Dressage,team mixed,Open,DEN,Denmark,BRONZE,1
2008,Equestrian Dressage,team mixed,Open,GER,Germany,GOLD,1
2008,Equestrian Dressage,team mixed,Open,NED,Netherlands,SILVER,1
2008,Equestrian Eventing,individual mixed,Open,GBR,Great Britain,BRONZE,1
2008,Equestrian Eventing,individual mixed,Open,GER,Germany,GOLD,1
2008,Equestrian Eventing,individual mixed,Open,USA,United States of America,SILVER,1
2008,Equestrian Eventing,team mixed,Open,AUS,Australia,SILVER,1
2008,Equestrian Eventing,team mixed,Open,GBR,Great Britain,BRONZE,1
2008,Equestrian Eventing,team mixed,Open,GER,Germany,GOLD,1
2008,Equestrian Jumping,individual mixed,Open,CAN,Canada,GOLD,1
2008,Equestrian Jumping,individual mixed,Open,SWE,Sweden,SILVER,1
2008,Equestrian Jumping,individual mixed,Open,USA,United States of America,BRONZE,1
2008,Equestrian Jumping,team mixed,Open,CAN,Canada,SILVER,1
2008,Equestrian Jumping,team mixed,Open,SUI,Switzerland,BRONZE,1
2008,Equestrian Jumping,team mixed,Open,USA,United States of America,GOLD,1
2008,Fencing,foil individual men,Men,GER,Germany,GOLD,1
2008,Fencing,foil individual men,Men,ITA,Italy,BRONZE,1
2008,Fencing,foil individual men,Men,JPN,Japan,SILVER,1
2008,Fencing,foil individual women,Women,ITA,Italy,BRONZE,1
2008,Fencing,foil individual women,Women,ITA,Italy,GOLD,1
2008,Fencing,foil individual women,Women,KOR,Republic of Korea,SILVER,1
2008,Fencing,foil team women,Women,ITA,Italy,BRONZE,1
2008,Fencing,foil team women,Women,RUS,Russian Federation,GOLD,1
2008,Fencing,foil team women,Women,USA,United States of America,SILVER,1
2008,Fencing,sabre individual men,Men,CHN,People's Republic of China,GOLD,1
2008,Fencing,sabre individual men,Men,FRA,France,SILVER,1
2008,Fencing,sabre individual men,Men,ROU,Romania,BRONZE,1
2008,Fencing,sabre individual women,Women,USA,United States of America,BRONZE,1
2008,Fencing,sabre individual women,Women,USA,United States of America,GOLD,1
2008,Fencing,sabre individual women,Women,USA,United States of America,SILVER,1
2008,Fencing,sabre team men,Men,FRA,France,GOLD,1
2008,Fencing,sabre team men,Men,ITA,Italy,BRONZE,1
2008,Fencing,sabre team men,Men,USA,United States of America,SILVER,1
2008,Fencing,sabre team women,Women,CHN,People's Republic of China,SILVER,1
2008,Fencing,sabre team women,Women,UKR,Ukraine,GOLD,1
2008,Fencing,sabre team women,Women,USA,United States of America,BRONZE,1
2008,Fencing,épée individual men,Men,ESP,Spain,BRONZE,1
2008,Fencing,épée individual men,Men,FRA,France,SILVER,1
2008,Fencing,épée individual men,Men,ITA,Italy,GOLD,1
2008,Fencing,épée individual women,Women,GER,Germany,GOLD,1
2008,Fencing,épée individual women,Women,HUN,Hungary,BRONZE,1
2008,Fencing,épée individual women,Women,ROU,Romania,SILVER,1
2008,Fencing,épée team men,Men,FRA,France,GOLD,1
2008,Fencing,épée team men,Men,ITA,Italy,BRONZE,1
2008,Fencing,épée team men,Men,POL,Poland,SILVER,1
2008,Football,tournament men,Men,ARG,Argentina,GOLD,1
2008,Football,tournament men,Men,BRA,Brazil,BRONZE,1
2008,Football,tournament men,Men,NGR,Nigeria,SILVER,1
2008,Football,tournament women,Women,BRA,Brazil,SILVER,1
2008,Football,tournament women,Women,GER,Germany,BRONZE,1
2008,Football,tournament women,Women,USA,United States of America,GOLD,1
2008,Gymnastics Artistic,balance beam women,Women,CHN,People's Republic of China,BRONZE,1
2008,Gymnastics Artistic,balance beam women,Women,USA,United States of America,GOLD,1
2008,Gymnastics Artistic,balance beam women,Women,USA,United States of America,SILVER,1
2008,Gymnastics Artistic,floor exercises men,Men,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,floor exercises men,Men,ESP,Spain,SILVER,1
2008,Gymnastics Artistic,floor exercises men,Men,RUS,Russian Federation,BRONZE,1
2008,Gymnastics Artistic,floor exercises women,Women,ROU,Romania,GOLD,1
2008,Gymnastics Artistic,floor exercises women,Women,USA,United States of America,BRONZE,1
2008,Gymnastics Artistic,floor exercises women,Women,USA,United States of America,SILVER,1
2008,Gymnastics Artistic,horizontal bar men,Men,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,horizontal bar men,Men,GER,Germany,BRONZE,1
2008,Gymnastics Artistic,horizontal bar men,Men,USA,United States of America,SILVER,1
2008,Gymnastics Artistic,individual all-round men,Men,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,individual all-round men,Men,FRA,France,BRONZE,1
2008,Gymnastics Artistic,individual all-round men,Men,JPN,Japan,SILVER,1
2008,Gymnastics Artistic,individual all-round women,Women,CHN,People's Republic of China,BRONZE,1
2008,Gymnastics Artistic,individual all-round women,Women,USA,United States of America,GOLD,1
2008,Gymnastics Artistic,individual all-round women,Women,USA,United States of America,SILVER,1
2008,Gymnastics Artistic,parallel bars men,Men,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,parallel bars men,Men,KOR,Republic of Korea,SILVER,1
2008,Gymnastics Artistic,parallel bars men,Men,UZB,Uzbekistan,BRONZE,1
2008,Gymnastics Artistic,pommel horse men,Men,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,pommel horse men,Men,CRO,Croatia,SILVER,1
2008,Gymnastics Artistic,pommel horse men,Men,GBR,Great Britain,BRONZE,1
2008,Gymnastics Artistic,rings men,Men,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,rings men,Men,CHN,People's Republic of China,SILVER,1
2008,Gymnastics Artistic,rings men,Men,UKR,Ukraine,BRONZE,1
2008,Gymnastics Artistic,team competition men,Men,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,team competition men,Men,JPN,Japan,SILVER,1
2008,Gymnastics Artistic,team competition men,Men,USA,United States of America,BRONZE,1
2008,Gymnastics Artistic,team competition women,Women,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,team competition women,Women,ROU,Romania,BRONZE,1
2008,Gymnastics Artistic,team competition women,Women,USA,United States of America,SILVER,1
2008,Gymnastics Artistic,uneven bars women,Women,CHN,People's Republic of China,BRONZE,1
2008,Gymnastics Artistic,uneven bars women,Women,CHN,People's Republic of China,GOLD,1
2008,Gymnastics Artistic,uneven bars women,Women,USA,United States of America,SILVER,1
2008,Gymnastics Artistic,vault men,Men,FRA,France,SILVER,1
2008,Gymnastics Artistic,vault men,Men,POL,Poland,GOLD,1
2008,Gymnastics Artistic,vault men,Men,RUS,Russian Federation,BRONZE,1
2008,Gymnastics Artistic,vault women,Women,CHN,People's Republic of China,BRONZE,1
2008,Gymnastics Artistic,vault women,Women,GER,Germany,SILVER,1
2008,Gymnastics Artistic,vault women,Women,PRK,Democratic People's Republic of Korea,GOLD,1
2008,Gymnastics Rhythmic,group competition women,Women,BLR,Belarus,BRONZE,1
2008,Gymnastics Rhythmic,group competition women,Women,CHN,People's Republic of China,SILVER,1
2008,Gymnastics Rhythmic,group competition women,Women,RUS,Russian Federation,GOLD,1
2008,Gymnastics Rhythmic,individual all-round women,Women,BLR,Belarus,SILVER,1
2008,Gymnastics Rhythmic,individual all-round women,Women,RUS,Russian Federation,GOLD,1
