year,games_slug,sport,event,event_gender,participant_type,participant_title,athlete,athlete_url,country,country_code,noc,medal,gold,silver,bronze,is_team
2022,beijing-2022,Figure skating,Men Single Skating,Men,Athlete,,Shoma UNO,https://olympics.com/en/athletes/shoma-uno,Japan,JP,JPN,BRONZE,0,0,1,0
2022,beijing-2022,Figure skating,Men Single Skating,Men,Athlete,,Nathan CHEN,https://olympics.com/en/athletes/chen,United States of America,US,USA,GOLD,1,0,0,0
2022,beijing-2022,Figure skating,Men Single Skating,Men,Athlete,,Yuma KAGIYAMA,https://olympics.com/en/athletes/yuma-kagiyama,Japan,JP,JPN,SILVER,0,1,0,0
2022,beijing-2022,Luge,Team Relay,Mixed,GameTeam,Germany,Germany,,Germany,DE,GER,GOLD,1,0,0,1
2022,beijing-2022,Luge,Team Relay,Mixed,GameTeam,Austria,Austria,,Austria,AT,AUT,SILVER,0,1,0,1
2022,beijing-2022,Luge,Team Relay,Mixed,GameTeam,Latvia,Latvia,,Latvia,LV,LAT,BRONZE,0,0,1,1
2022,beijing-2022,Luge,Doubles,Open,GameTeam,WENDL Tobias / ARLT Tobias,Tobias WENDL,https://olympics.com/en/athletes/tobias-wendl,Germany,DE,GER,GOLD,1,0,0,1
2022,beijing-2022,Luge,Doubles,Open,GameTeam,WENDL Tobias / ARLT Tobias,Tobias ARLT,https://olympics.com/en/athletes/tobias-arlt,Germany,DE,GER,GOLD,1,0,0,1
2022,beijing-2022,Luge,Doubles,Open,GameTeam,EGGERT Toni / BENECKEN Sascha,Toni EGGERT,https://olympics.com/en/athletes/toni-eggert,Germany,DE,GER,SILVER,0,1,0,1
2022,beijing-2022,Luge,Doubles,Open,GameTeam,EGGERT Toni / BENECKEN Sascha,Sascha BENECKEN,https://olympics.com/en/athletes/sascha-benecken,Germany,DE,GER,SILVER,0,1,0,1
2022,beijing-2022,Luge,Doubles,Open,GameTeam,STEU Thomas / KOLLER Lorenz,Thomas STEU,https://olympics.com/en/athletes/thomas-steu,Austria,AT,AUT,BRONZE,0,0,1,1
2022,beijing-2022,Luge,Doubles,Open,GameTeam,STEU Thomas / KOLLER Lorenz,Lorenz KOLLER,https://olympics.com/en/athletes/lorenz-koller,Austria,AT,AUT,BRONZE,0,0,1,1
2022,beijing-2022,Luge,Men's Singles,Men,Athlete,,Wolfgang KINDL,https://olympics.com/en/athletes/wolfgang-kindl,Austria,AT,AUT,SILVER,0,1,0,0
2022,beijing-2022,Luge,Men's Singles,Men,Athlete,,Johannes LUDWIG,https://olympics.com/en/athletes/johannes-ludwig,Germany,DE,GER,GOLD,1,0,0,0
2022,beijing-2022,Luge,Men's Singles,Men,Athlete,,Dominik FISCHNALLER,https://olympics.com/en/athletes/dominik-fischnaller,Italy,IT,ITA,BRONZE,0,0,1,0
2022,beijing-2022,Luge,Women's Singles,Women,Athlete,,Anna BERREITER,https://olympics.com/en/athletes/anna-berreiter,Germany,DE,GER,SILVER,0,1,0,0
2022,beijing-2022,Luge,Women's Singles,Women,Athlete,,Tatyana IVANOVA,https://olympics.com/en/athletes/tatyana-ivanova,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Luge,Women's Singles,Women,Athlete,,Natalie GEISENBERGER,https://olympics.com/en/athletes/natalie-geisenberger,Germany,DE,GER,GOLD,1,0,0,0
2022,beijing-2022,Ice Hockey,Men,Men,GameTeam,Finland,Finland,,Finland,FI,FIN,GOLD,1,0,0,1
2022,beijing-2022,Ice Hockey,Men,Men,GameTeam,ROC,ROC,,ROC,ROC,ROC,SILVER,0,1,0,1
2022,beijing-2022,Ice Hockey,Men,Men,GameTeam,Slovakia,Slovakia,,Slovakia,SK,SVK,BRONZE,0,0,1,1
2022,beijing-2022,Ice Hockey,Women,Women,GameTeam,Canada,Canada,,Canada,CA,CAN,GOLD,1,0,0,1
2022,beijing-2022,Ice Hockey,Women,Women,GameTeam,United States,United States,,United States of America,US,USA,SILVER,0,1,0,1
2022,beijing-2022,Ice Hockey,Women,Women,GameTeam,Finland,Finland,,Finland,FI,FIN,BRONZE,0,0,1,1
2022,beijing-2022,Biathlon,Men's 12.5km Pursuit,Men,Athlete,,Quentin FILLON MAILLET,https://olympics.com/en/athletes/quentin-fillon-maillet,France,FR,FRA,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Men's 12.5km Pursuit,Men,Athlete,,Tarjei BOE,https://olympics.com/en/athletes/tarjei-boe,Norway,NO,NOR,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Men's 12.5km Pursuit,Men,Athlete,,Eduard LATYPOV,https://olympics.com/en/athletes/eduard-latypov,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Biathlon,Mixed Relay 4x6km (W+M),Mixed,GameTeam,Norway,Norway,,Norway,NO,NOR,GOLD,1,0,0,1
2022,beijing-2022,Biathlon,Mixed Relay 4x6km (W+M),Mixed,GameTeam,France,France,,France,FR,FRA,SILVER,0,1,0,1
2022,beijing-2022,Biathlon,Mixed Relay 4x6km (W+M),Mixed,GameTeam,ROC,ROC,,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Biathlon,Women's 12.5km Mass Start,Women,Athlete,,Tiril ECKHOFF,https://olympics.com/en/athletes/tiril-eckhoff,Norway,NO,NOR,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Women's 12.5km Mass Start,Women,Athlete,,Justine BRAISAZ,https://olympics.com/en/athletes/braisaz,France,FR,FRA,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Women's 12.5km Mass Start,Women,Athlete,,Marte Olsbu ROEISELAND,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Biathlon,Women's 10km Pursuit,Women,Athlete,,Elvira OEBERG,https://olympics.com/en/athletes/elvira-oeberg,Sweden,SE,SWE,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Women's 10km Pursuit,Women,Athlete,,Tiril ECKHOFF,https://olympics.com/en/athletes/tiril-eckhoff,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Biathlon,Women's 10km Pursuit,Women,Athlete,,Marte Olsbu ROEISELAND,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Men's 10km Sprint,Men,Athlete,,Quentin FILLON MAILLET,https://olympics.com/en/athletes/quentin-fillon-maillet,France,FR,FRA,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Men's 10km Sprint,Men,Athlete,,Johannes Thingnes BOE,https://olympics.com/en/athletes/johannes-thingnes-boe,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Men's 10km Sprint,Men,Athlete,,Tarjei BOE,https://olympics.com/en/athletes/tarjei-boe,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Biathlon,Women's 7.5km Sprint,Women,Athlete,,Elvira OEBERG,https://olympics.com/en/athletes/elvira-oeberg,Sweden,SE,SWE,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Women's 7.5km Sprint,Women,Athlete,,Marte Olsbu ROEISELAND,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Women's 7.5km Sprint,Women,Athlete,,Dorothea WIERER,https://olympics.com/en/athletes/dorothea-wierer,Italy,IT,ITA,BRONZE,0,0,1,0
2022,beijing-2022,Biathlon,Women's 4x6km Relay,Women,GameTeam,Sweden,Sweden,,Sweden,SE,SWE,GOLD,1,0,0,1
2022,beijing-2022,Biathlon,Women's 4x6km Relay,Women,GameTeam,ROC,ROC,,ROC,ROC,ROC,SILVER,0,1,0,1
2022,beijing-2022,Biathlon,Women's 4x6km Relay,Women,GameTeam,Germany,Germany,,Germany,DE,GER,BRONZE,0,0,1,1
2022,beijing-2022,Biathlon,Men's 15km Mass Start,Men,Athlete,,Martin PONSILUOMA,https://olympics.com/en/athletes/martin-ponsiluoma,Sweden,SE,SWE,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Men's 15km Mass Start,Men,Athlete,,Vetle Sjaastad CHRISTIANSEN,https://olympics.com/en/athletes/vetle-sjaastad-christiansen,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Biathlon,Men's 15km Mass Start,Men,Athlete,,Johannes Thingnes BOE,https://olympics.com/en/athletes/johannes-thingnes-boe,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Men's 20km Individual,Men,Athlete,,Johannes Thingnes BOE,https://olympics.com/en/athletes/johannes-thingnes-boe,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Biathlon,Men's 20km Individual,Men,Athlete,,Anton SMOLSKI,https://olympics.com/en/athletes/smolski,Belarus,BY,BLR,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Men's 20km Individual,Men,Athlete,,Quentin FILLON MAILLET,https://olympics.com/en/athletes/quentin-fillon-maillet,France,FR,FRA,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Men's 4x7.5km Relay,Men,GameTeam,Norway,Norway,,Norway,NO,NOR,GOLD,1,0,0,1
2022,beijing-2022,Biathlon,Men's 4x7.5km Relay,Men,GameTeam,France,France,,France,FR,FRA,SILVER,0,1,0,1
2022,beijing-2022,Biathlon,Men's 4x7.5km Relay,Men,GameTeam,ROC,ROC,,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Biathlon,Women's 15km Individual,Women,Athlete,,Denise HERRMANN,https://olympics.com/en/athletes/denise-herrmann,Germany,DE,GER,GOLD,1,0,0,0
2022,beijing-2022,Biathlon,Women's 15km Individual,Women,Athlete,,Anais CHEVALIER,https://olympics.com/en/athletes/anais-chevalier,France,FR,FRA,SILVER,0,1,0,0
2022,beijing-2022,Biathlon,Women's 15km Individual,Women,Athlete,,Marte Olsbu ROEISELAND,https://olympics.com/en/athletes/marte-olsbu-roeiseland,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Men's Slalom,Men,Athlete,,Clement NOEL,https://olympics.com/en/athletes/noel,France,FR,FRA,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Men's Slalom,Men,Athlete,,Johannes STROLZ,https://olympics.com/en/athletes/strolz,Austria,AT,AUT,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Men's Slalom,Men,Athlete,,Sebastian FOSS-SOLEVAAG,https://olympics.com/en/athletes/foss-solevaag,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Men's Downhill,Men,Athlete,,Beat FEUZ,https://olympics.com/en/athletes/beat-feuz,Switzerland,CH,SUI,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Men's Downhill,Men,Athlete,,Johan CLAREY,https://olympics.com/en/athletes/johan-clarey,France,FR,FRA,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Men's Downhill,Men,Athlete,,Matthias MAYER,https://olympics.com/en/athletes/matthias-mayer,Austria,AT,AUT,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Women's Super-G,Women,Athlete,,Mirjam PUCHNER,https://olympics.com/en/athletes/puchner,Austria,AT,AUT,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Women's Super-G,Women,Athlete,,Michelle GISIN,https://olympics.com/en/athletes/michelle-gisin,Switzerland,CH,SUI,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Women's Super-G,Women,Athlete,,Lara GUT - BEHRAMI,https://olympics.com/en/athletes/lara-gut,Switzerland,CH,SUI,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Men's Super-G,Men,Athlete,,Matthias MAYER,https://olympics.com/en/athletes/matthias-mayer,Austria,AT,AUT,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Men's Super-G,Men,Athlete,,Aleksander Aamodt KILDE,https://olympics.com/en/athletes/aleksander-aamodt-kilde,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Men's Super-G,Men,Athlete,,Ryan COCHRAN-SIEGLE,https://olympics.com/en/athletes/cochran-siegle,United States of America,US,USA,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Women's Downhill,Women,Athlete,,Corinne SUTER,https://olympics.com/en/athletes/suter,Switzerland,CH,SUI,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Women's Downhill,Women,Athlete,,Sofia GOGGIA,https://olympics.com/en/athletes/sofia-goggia,Italy,IT,ITA,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Women's Downhill,Women,Athlete,,Nadia DELAGO,https://olympics.com/en/athletes/nadia-delago,Italy,IT,ITA,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Mixed Team Parallel,Mixed,GameTeam,Austria,Austria,,Austria,AT,AUT,GOLD,1,0,0,1
2022,beijing-2022,Alpine Skiing,Mixed Team Parallel,Mixed,GameTeam,Germany,Germany,,Germany,DE,GER,SILVER,0,1,0,1
2022,beijing-2022,Alpine Skiing,Mixed Team Parallel,Mixed,GameTeam,Norway,Norway,,Norway,NO,NOR,BRONZE,0,0,1,1
2022,beijing-2022,Alpine Skiing,Men's Alpine Combined,Men,Athlete,,James CRAWFORD,https://olympics.com/en/athletes/crawford-1,Canada,CA,CAN,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Men's Alpine Combined,Men,Athlete,,Johannes STROLZ,https://olympics.com/en/athletes/strolz,Austria,AT,AUT,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Men's Alpine Combined,Men,Athlete,,Aleksander Aamodt KILDE,https://olympics.com/en/athletes/aleksander-aamodt-kilde,Norway,NO,NOR,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Men's Giant Slalom,Men,Athlete,,Mathieu FAIVRE,https://olympics.com/en/athletes/mathieu-faivre,France,FR,FRA,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Men's Giant Slalom,Men,Athlete,,Zan KRANJEC,https://olympics.com/en/athletes/zan-kranjec,Slovenia,SI,SLO,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Men's Giant Slalom,Men,Athlete,,Marco ODERMATT,https://olympics.com/en/athletes/odermatt,Switzerland,CH,SUI,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Women's Giant Slalom,Women,Athlete,,Federica BRIGNONE,https://olympics.com/en/athletes/federica-brignone,Italy,IT,ITA,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Women's Giant Slalom,Women,Athlete,,Lara GUT - BEHRAMI,https://olympics.com/en/athletes/lara-gut,Switzerland,CH,SUI,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Women's Giant Slalom,Women,Athlete,,Sara HECTOR,https://olympics.com/en/athletes/sara-hector,Sweden,SE,SWE,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Women's Alpine Combined,Women,Athlete,,Federica BRIGNONE,https://olympics.com/en/athletes/federica-brignone,Italy,IT,ITA,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Women's Alpine Combined,Women,Athlete,,Wendy HOLDENER,https://olympics.com/en/athletes/wendy-holdener,Switzerland,CH,SUI,SILVER,0,1,0,0
2022,beijing-2022,Alpine Skiing,Women's Alpine Combined,Women,Athlete,,Michelle GISIN,https://olympics.com/en/athletes/michelle-gisin,Switzerland,CH,SUI,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Women's Slalom,Women,Athlete,,Petra VLHOVA,https://olympics.com/en/athletes/petra-vlhova,Slovakia,SK,SVK,GOLD,1,0,0,0
2022,beijing-2022,Alpine Skiing,Women's Slalom,Women,Athlete,,Wendy HOLDENER,https://olympics.com/en/athletes/wendy-holdener,Switzerland,CH,SUI,BRONZE,0,0,1,0
2022,beijing-2022,Alpine Skiing,Women's Slalom,Women,Athlete,,Katharina LIENSBERGER,https://olympics.com/en/athletes/liensberger,Austria,AT,AUT,SILVER,0,1,0,0
2022,beijing-2022,Skeleton,Women,Women,Athlete,,Jackie NARRACOTT,https://olympics.com/en/athletes/jackie-narracott,Australia,AU,AUS,SILVER,0,1,0,0
2022,beijing-2022,Skeleton,Women,Women,Athlete,,Hannah NEISE,https://olympics.com/en/athletes/hannah-neise,Germany,DE,GER,GOLD,1,0,0,0
2022,beijing-2022,Skeleton,Women,Women,Athlete,,Kimberley BOS,https://olympics.com/en/athletes/kimberley-bos,Netherlands,NL,NED,BRONZE,0,0,1,0
2022,beijing-2022,Skeleton,Men,Men,Athlete,,Axel JUNGK,https://olympics.com/en/athletes/axel-jungk,Germany,DE,GER,SILVER,0,1,0,0
2022,beijing-2022,Skeleton,Men,Men,Athlete,,Wengang YAN,https://olympics.com/en/athletes/wengang-yan,People's Republic of China,CN,CHN,BRONZE,0,0,1,0
2022,beijing-2022,Skeleton,Men,Men,Athlete,,Christopher GROTHEER,https://olympics.com/en/athletes/christopher-grotheer,Germany,DE,GER,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Women's Sprint Free,Women,Athlete,,Maja DAHLQVIST,https://olympics.com/en/athletes/maja-dahlqvist,Sweden,SE,SWE,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Women's Sprint Free,Women,Athlete,,Jessica DIGGINS,https://olympics.com/en/athletes/jessica-diggins,United States of America,US,USA,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Women's Sprint Free,Women,Athlete,,Jonna SUNDLING,https://olympics.com/en/athletes/jonna-sundling,Sweden,SE,SWE,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Women's Team Sprint Classic,Women,GameTeam,Germany,Katharina HENNIG,https://olympics.com/en/athletes/hennig,Germany,DE,GER,GOLD,1,0,0,1
2022,beijing-2022,Cross Country Skiing,Women's Team Sprint Classic,Women,GameTeam,Germany,Victoria CARL,https://olympics.com/en/athletes/victoria-carl,Germany,DE,GER,GOLD,1,0,0,1
2022,beijing-2022,Cross Country Skiing,Women's Team Sprint Classic,Women,GameTeam,Sweden,Maja DAHLQVIST,https://olympics.com/en/athletes/maja-dahlqvist,Sweden,SE,SWE,SILVER,0,1,0,1
2022,beijing-2022,Cross Country Skiing,Women's Team Sprint Classic,Women,GameTeam,Sweden,Jonna SUNDLING,https://olympics.com/en/athletes/jonna-sundling,Sweden,SE,SWE,SILVER,0,1,0,1
2022,beijing-2022,Cross Country Skiing,Women's Team Sprint Classic,Women,GameTeam,ROC,Yulia STUPAK,https://olympics.com/en/athletes/belorukova,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Cross Country Skiing,Women's Team Sprint Classic,Women,GameTeam,ROC,Natalia NEPRYAEVA,https://olympics.com/en/athletes/nepryaeva,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Cross Country Skiing,Men's Team Sprint Classic,Men,GameTeam,Norway,Erik VALNES,https://olympics.com/en/athletes/erik-valnes,Norway,NO,NOR,GOLD,1,0,0,1
2022,beijing-2022,Cross Country Skiing,Men's Team Sprint Classic,Men,GameTeam,Norway,Johannes Hoesflot KLAEBO,https://olympics.com/en/athletes/klaebo,Norway,NO,NOR,GOLD,1,0,0,1
2022,beijing-2022,Cross Country Skiing,Men's Team Sprint Classic,Men,GameTeam,Finland,Iivo NISKANEN,https://olympics.com/en/athletes/iivo-niskanen,Finland,FI,FIN,SILVER,0,1,0,1
2022,beijing-2022,Cross Country Skiing,Men's Team Sprint Classic,Men,GameTeam,Finland,Joni MAEKI,https://olympics.com/en/athletes/joni-maeki,Finland,FI,FIN,SILVER,0,1,0,1
2022,beijing-2022,Cross Country Skiing,Men's Team Sprint Classic,Men,GameTeam,ROC,Alexander BOLSHUNOV,https://olympics.com/en/athletes/bolshunov,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Cross Country Skiing,Men's Team Sprint Classic,Men,GameTeam,ROC,Alexander TERENTEV,https://olympics.com/en/athletes/alexander-terentev,ROC,ROC,ROC,BRONZE,0,0,1,1
2022,beijing-2022,Cross Country Skiing,Men's 15km + 15km Skiathlon,Men,Athlete,,Alexander BOLSHUNOV,https://olympics.com/en/athletes/bolshunov,ROC,ROC,ROC,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Men's 15km + 15km Skiathlon,Men,Athlete,,Denis SPITSOV,https://olympics.com/en/athletes/denis-spitsov,ROC,ROC,ROC,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Men's 15km + 15km Skiathlon,Men,Athlete,,Iivo NISKANEN,https://olympics.com/en/athletes/iivo-niskanen,Finland,FI,FIN,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Men's 4 x 10km Relay,Men,GameTeam,ROC,ROC,,ROC,ROC,ROC,GOLD,1,0,0,1
2022,beijing-2022,Cross Country Skiing,Men's 4 x 10km Relay,Men,GameTeam,Norway,Norway,,Norway,NO,NOR,SILVER,0,1,0,1
2022,beijing-2022,Cross Country Skiing,Men's 4 x 10km Relay,Men,GameTeam,France,France,,France,FR,FRA,BRONZE,0,0,1,1
2022,beijing-2022,Cross Country Skiing,Women's 7.5km + 7.5km Skiathlon,Women,Athlete,,Teresa STADLOBER,https://olympics.com/en/athletes/teresa-stadlober,Austria,AT,AUT,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Women's 7.5km + 7.5km Skiathlon,Women,Athlete,,Natalia NEPRYAEVA,https://olympics.com/en/athletes/nepryaeva,ROC,ROC,ROC,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Women's 7.5km + 7.5km Skiathlon,Women,Athlete,,Therese JOHAUG,https://olympics.com/en/athletes/therese-johaug,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Women's 30km Mass Start Free,Women,Athlete,,Jessica DIGGINS,https://olympics.com/en/athletes/jessica-diggins,United States of America,US,USA,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Women's 30km Mass Start Free,Women,Athlete,,Kerttu NISKANEN,https://olympics.com/en/athletes/kerttu-niskanen,Finland,FI,FIN,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Women's 30km Mass Start Free,Women,Athlete,,Therese JOHAUG,https://olympics.com/en/athletes/therese-johaug,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Women's 10km Classic,Women,Athlete,,Therese JOHAUG,https://olympics.com/en/athletes/therese-johaug,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Women's 10km Classic,Women,Athlete,,Kerttu NISKANEN,https://olympics.com/en/athletes/kerttu-niskanen,Finland,FI,FIN,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Women's 10km Classic,Women,Athlete,,Krista PARMAKOSKI,https://olympics.com/en/athletes/parmakoski,Finland,FI,FIN,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Men's 50km Mass Start Free,Men,Athlete,,Alexander BOLSHUNOV,https://olympics.com/en/athletes/bolshunov,ROC,ROC,ROC,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Men's 50km Mass Start Free,Men,Athlete,,Ivan YAKIMUSHKIN,https://olympics.com/en/athletes/ivan-yakimushkin,ROC,ROC,ROC,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Men's 50km Mass Start Free,Men,Athlete,,Simen Hegstad KRUEGER,https://olympics.com/en/athletes/simen-hegstad-krueger,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Men's 15km Classic,Men,Athlete,,Iivo NISKANEN,https://olympics.com/en/athletes/iivo-niskanen,Finland,FI,FIN,GOLD,1,0,0,0
2022,beijing-2022,Cross Country Skiing,Men's 15km Classic,Men,Athlete,,Johannes Hoesflot KLAEBO,https://olympics.com/en/athletes/klaebo,Norway,NO,NOR,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Men's 15km Classic,Men,Athlete,,Alexander BOLSHUNOV,https://olympics.com/en/athletes/bolshunov,ROC,ROC,ROC,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Women's 4 x 5km Relay,Women,GameTeam,ROC,ROC,,ROC,ROC,ROC,GOLD,1,0,0,1
2022,beijing-2022,Cross Country Skiing,Women's 4 x 5km Relay,Women,GameTeam,Germany,Germany,,Germany,DE,GER,SILVER,0,1,0,1
2022,beijing-2022,Cross Country Skiing,Women's 4 x 5km Relay,Women,GameTeam,Sweden,Sweden,,Sweden,SE,SWE,BRONZE,0,0,1,1
2022,beijing-2022,Cross Country Skiing,Men's Sprint Free,Men,Athlete,,Federico PELLEGRINO,https://olympics.com/en/athletes/federico-pellegrino,Italy,IT,ITA,SILVER,0,1,0,0
2022,beijing-2022,Cross Country Skiing,Men's Sprint Free,Men,Athlete,,Alexander TERENTEV,https://olympics.com/en/athletes/alexander-terentev,ROC,ROC,ROC,BRONZE,0,0,1,0
2022,beijing-2022,Cross Country Skiing,Men's Sprint Free,Men,Athlete,,Johannes Hoesflot KLAEBO,https://olympics.com/en/athletes/klaebo,Norway,NO,NOR,GOLD,1,0,0,0
2022,beijing-2022,Speed skating,Men's 1500m,Men,Athlete,,Min Seok KIM,https://olympics.com/en/athletes/kim-16,Republic of Korea,KR,KOR,BRONZE,0,0,1,0
2022,beijing-2022,Speed skating,Men's 1500m,Men,Athlete,,Kjeld NUIS,https://olympics.com/en/athletes/kjeld-nuis,Netherlands,NL,NED,GOLD,1,0,0,0
2022,beijing-2022,Speed skating,Men's 1500m,Men,Athlete,,Thomas KROL,https://olympics.com/en/athletes/thomas-krol,Netherlands,NL,NED,SILVER,0,1,0,0
2022,beijing-2022,Speed skating,Women's 1000m,Women,Athlete,,Jutta LEERDAM,https://olympics.com/en/athletes/jutta-leerdam,Netherlands,NL,NED,SILVER,0,1,0,0
2022,beijing-2022,Speed skating,Women's 1000m,Women,Athlete,,Miho TAKAGI,https://olympics.com/en/athletes/miho-takagi,Japan,JP,JPN,GOLD,1,0,0,0
